"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM25"
"10/01/2025","8","PM2.5","Pendleton - McKay Creek (PMC)","41-059-0121","AirNow",".","8"
"10/02/2025","13","PM2.5","Pendleton - McKay Creek (PMC)","41-059-0121","AirNow",".","13"
"10/03/2025","26","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","26"
"10/04/2025","22","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","22"
"10/05/2025","17","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","17"
"10/06/2025","23","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","23"
"10/07/2025","31","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","31"
"10/08/2025","41","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","41"
"10/09/2025","43","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","43"
"10/10/2025","27","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","27"
"10/11/2025","11","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","11"
"10/12/2025","26","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","26"
"10/13/2025","21","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","21"
"10/14/2025","28","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","28"
"10/15/2025","34","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","34"
"10/16/2025","37","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","37"
"10/17/2025","33","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","33"
"10/18/2025","47","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","47"
"10/19/2025","22","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","22"
"10/20/2025","22","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","22"
"10/21/2025","29","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","29"
"10/22/2025","43","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","43"
"10/23/2025","38","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","38"
"10/24/2025","53","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","53"
"10/25/2025","17","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","17"
"10/26/2025","22","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","22"
"10/27/2025","17","PM2.5","Pendleton - McKay Creek (PMC)","41-059-0121","AirNow",".","17"
"10/28/2025","36","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","36"
"10/29/2025","29","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","29"
"10/30/2025","45","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","45"
"10/31/2025","72","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","72"
"11/01/2025","65","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","65"
"11/02/2025","47","PM2.5","Pendleton - McKay Creek (PMC)","41-059-0121","AirNow",".","47"
"11/03/2025","37","PM2.5","Pendleton - McKay Creek (PMC)","41-059-0121","AirNow",".","37"
"11/04/2025","53","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","53"
"11/05/2025","64","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","64"
"11/06/2025","18","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","18"
"11/07/2025","20","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","20"
"11/08/2025","37","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","37"
"11/09/2025","56","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","56"
"11/10/2025","66","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","66"
"11/11/2025","63","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","63"
"11/12/2025","67","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","67"
"11/13/2025","81","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","81"
"11/14/2025","31","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","31"
"11/15/2025","28","PM2.5","Pendleton - McKay Creek (PMC)","41-059-0121","AirNow",".","28"
"11/16/2025","52","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","52"
"11/17/2025","54","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","54"
"11/18/2025","20","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","20"
"11/19/2025","33","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","33"
"11/20/2025","50","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","50"
"11/21/2025","53","PM2.5","Pendleton - McKay Creek (PMC)","41-059-0121","AirNow",".","53"
"11/22/2025","54","PM2.5","Pendleton - McKay Creek (PMC)","41-059-0121","AirNow",".","54"
"11/23/2025","51","PM2.5","Pendleton - McKay Creek (PMC)","41-059-0121","AirNow",".","51"
"11/24/2025","23","PM2.5","Pendleton - McKay Creek (PMC)","41-059-0121","AirNow",".","23"
"11/25/2025","38","PM2.5","Pendleton - McKay Creek (PMC)","41-059-0121","AirNow",".","38"
"11/26/2025","53","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","53"
"11/27/2025","43","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","43"
"11/28/2025","29","PM2.5","Pendleton - McKay Creek (PMC)","41-059-0121","AirNow",".","29"
"11/29/2025","38","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","38"
"11/30/2025","52","PM2.5","Pendleton - McKay Creek (PMC)","41-059-0121","AirNow",".","52"
"12/01/2025","55","PM2.5","Pendleton - McKay Creek (PMC)","41-059-0121","AirNow",".","55"
"12/02/2025","67","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","67"
"12/03/2025","66","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","66"
"12/04/2025","46","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","46"
"12/05/2025","50","PM2.5","Hermiston - Municipal Airport (HMA)","41-059-1003","AirNow",".","50"
"12/06/2025","19","PM2.5","Pendleton - McKay Creek (PMC)","41-059-0121","AirNow",".","19"
