"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"11/07/2025","57","PM2.5","North Birmingham","01-073-0023","AirNow",".","29","22","57","."
"11/08/2025","44","PM2.5","North Birmingham","01-073-0023","AirNow",".","29","13","44","."
"11/09/2025","42","PM2.5","Tarrant Elementary School","01-073-6002","AirNow",".","27","14","42","."
"11/10/2025","46","PM2.5","Tarrant Elementary School","01-073-6002","AirNow",".","28","16","46","."
"11/11/2025","29","PM2.5","Tarrant Elementary School","01-073-6002","AirNow",".","29","12","29","."
"11/12/2025","42","PM2.5","North Birmingham","01-073-0023","AirNow",".","35","21","42","."
"11/13/2025","68","PM2.5","North Birmingham","01-073-0023","AirNow",".","42","37","68","."
"11/14/2025","66","PM2.5","North Birmingham","01-073-0023","AirNow",".","43","41","66","."
"11/15/2025","64","PM2.5","North Birmingham","01-073-0023","AirNow",".","40","29","64","."
"11/16/2025","48","PM2.5","North Birmingham","01-073-0023","AirNow",".","34","22","48","."
"11/17/2025","39","PM2.5","North Birmingham","01-073-0023","AirNow",".","37","25","39","."
"11/18/2025","78","PM2.5","Tarrant Elementary School","01-073-6002","AirNow",".","35","39","78","."
"11/19/2025","54","PM2.5","North Birmingham","01-073-0023","AirNow",".","18","20","54","."
"11/20/2025","62","PM2.5","North Birmingham","01-073-0023","AirNow",".","25","31","62","."
"11/21/2025","55","PM2.5","North Birmingham","01-073-0023","AirNow",".","23","20","55","."
"11/22/2025","52","PM2.5","North Birmingham","01-073-0023","AirNow",".","29","18","52","."
"11/23/2025","49","PM2.5","Leeds","01-073-1010","AirNow",".","26","14","49","."
"11/24/2025","61","PM2.5","North Birmingham","01-073-0023","AirNow",".","31","45","61","."
"11/25/2025","35","PM2.5","North Birmingham","01-073-0023","AirNow",".","20","16","35","."
"11/26/2025","33","PM2.5","Tarrant Elementary School","01-073-6002","AirNow",".","30","12","33","."
"11/27/2025","33","Ozone","North Birmingham","01-073-0023","AirNow",".","33","8","28","."
"11/28/2025","35","PM2.5","Tarrant Elementary School","01-073-6002","AirNow",".","34","9","35","."
"11/29/2025","39","PM2.5","North Birmingham","01-073-0023","AirNow",".","32","16","39","."
"11/30/2025","32","PM2.5","North Birmingham","01-073-0023","AirNow",".","27","13","32","."
"12/01/2025","43","PM2.5","McAdory","01-073-1005","AirNow",".","14","11","43","."
"12/02/2025","26","PM2.5","Tarrant Elementary School","01-073-6002","AirNow",".","23","6","26","."
"12/03/2025","54","PM2.5","North Birmingham","01-073-0023","AirNow",".","23","17","54","."
"12/04/2025","66","PM2.5","North Birmingham","01-073-0023","AirNow",".","17","28","66","."
"12/05/2025","31","PM2.5","North Birmingham","01-073-0023","AirNow",".","16","7","31","."
"12/06/2025","52","PM2.5","North Birmingham","01-073-0023","AirNow",".","16","14","52","."
