"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"10/26/2021","41","Ozone","RIVERHEAD","36-103-0004","AQS","8","41",".","22","25"
"10/27/2021","30","Ozone","HOLTSVILLE","36-103-0009","AQS","7","30",".","28","21"
"10/28/2021","51","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","31","10","51","27"
"10/29/2021","39","PM2.5","Jersey City Firehouse","34-017-1003","AQS","7","35",".","39","34"
"10/30/2021","51","PM2.5","PS 314","36-047-0052","AQS","10","34",".","51","31"
"10/31/2021","44","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","29","9","44","17"
"11/01/2021","51","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","32",".","51","37"
"11/02/2021","49","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","30",".","49","38"
"11/03/2021","44","PM2.5","Toms River","34-029-2002","AQS","7","30","7","44","30"
"11/04/2021","52","PM2.5","Jersey City Firehouse","34-017-1003","AQS","9","31",".","52","35"
"11/05/2021","58","PM2.5","Rutgers University","34-023-0011","AQS","14","31",".","58","39"
"11/06/2021","66","PM2.5","Rahway","34-039-2003","AQS","15","36","19","66","47"
"11/07/2021","73","PM2.5","Elizabeth Lab","34-039-0004","AQS","17","39",".","73","42"
"11/08/2021","71","PM2.5","Elizabeth Lab","34-039-0004","AQS","24","38",".","71","54"
"11/09/2021","75","PM2.5","QUEENS COLLEGE 2","36-081-0124","AQS","26","44","31","75","61"
"11/10/2021","66","PM2.5","Newark Firehouse","34-013-0003","AQS","17","37",".","66","54"
"11/11/2021","56","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","37",".","56","49"
"11/12/2021","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","41","19","58","36"
"11/13/2021","55","PM2.5","Elizabeth Lab","34-039-0004","AQS","14","34",".","55","44"
"11/14/2021","44","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","21",".","44","19"
"11/15/2021","37","PM2.5","Newark Firehouse","34-013-0003","AQS","6","25","7","37","27"
"11/16/2021","44","PM2.5","EISENHOWER PARK","36-059-0005","AQS","6","28",".","44","33"
"11/17/2021","77","NO2","Elizabeth Lab","34-039-0004","AQS","15","41",".","60","77"
"11/18/2021","74","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","41","24","74","45"
"11/19/2021","36","PM2.5","Intermediate School 143","36-061-0115","AQS","5","29",".","36","22"
"11/20/2021","39","PM2.5","Toms River","34-029-2002","AQS","7","27",".","39","34"
"11/21/2021","55","PM2.5","Flemington","34-019-0001","AQS","7","31","12","55","29"
"11/22/2021","48","PM2.5","Newark Firehouse","34-013-0003","AQS","6","28",".","48","25"
"11/23/2021","36","PM2.5","Intermediate School 143","36-061-0115","AQS","3","31",".","36","25"
"11/24/2021","43","PM2.5","Intermediate School 143","36-061-0115","AQS","6","31","9","43","35"
"11/25/2021","66","PM2.5","QUEENS COLLEGE 2","36-081-0124","AQS","7","31",".","66","39"
"11/26/2021","60","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","27",".","60","36"
"11/27/2021","37","PM2.5","Intermediate School 143","36-061-0115","AQS","5","35","5","37","19"
"11/28/2021","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","31",".","57","36"
"11/29/2021","53","PM2.5","Intermediate School 143","36-061-0115","AQS","9","31",".","53","35"
"11/30/2021","62","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","30","16","62","49"
"12/01/2021","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","31",".","58","42"
"12/02/2021","69","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","33",".","69","38"
"12/03/2021","42","PM2.5","Intermediate School 143","36-061-0115","AQS","5","37",".","42","29"
"12/04/2021","55","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","31",".","55","37"
"12/05/2021","58","PM2.5","Flemington","34-019-0001","AQS","10","35",".","58","34"
"12/06/2021","63","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","42","17","63","38"
"12/07/2021","53","PM2.5","Toms River","34-029-2002","AQS","5","32",".","53","26"
"12/08/2021","60","PM2.5","Toms River","34-029-2002","AQS","8","26",".","60","38"
"12/09/2021","58","PM2.5","QUEENS COLLEGE 2","36-081-0124","AQS","7","31",".","58","37"
"12/10/2021","68","PM2.5","IS 52","36-005-0110","AQS","14","27",".","68","43"
"12/11/2021","67","PM2.5","Elizabeth Lab","34-039-0004","AQS","16","34",".","67","46"
"12/12/2021","43","PM2.5","IS 52","36-005-0110","AQS","6","37","6","43","30"
"12/13/2021","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","33",".","58","33"
"12/14/2021","56","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","32",".","56","52"
"12/15/2021","52","PM2.5","Flemington","34-019-0001","AQS","10","31","19","52","44"
"12/16/2021","58","PM2.5","Intermediate School 143","36-061-0115","AQS","9","31",".","58","37"
"12/17/2021","54","PM2.5","Intermediate School 143","36-061-0115","AQS","8","39",".","54","35"
"12/18/2021","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","25","11","58","32"
"12/19/2021","41","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","33",".","41","23"
"12/20/2021","46","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","31",".","46","39"
"12/21/2021","67","PM2.5","Jersey City Firehouse","34-017-1003","AQS","11","21","23","67","42"
"12/22/2021","56","PM2.5","Newark Firehouse","34-013-0003","AQS","11","31",".","56","37"
"12/23/2021","54","PM2.5","Intermediate School 143","36-061-0115","AQS","7","33",".","54","35"
"12/24/2021","65","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","29","18","65","34"
"12/25/2021","80","PM2.5","QUEENS COLLEGE 2","36-081-0124","AQS","13","21",".","80","32"
"12/26/2021","47","PM2.5","Rutgers University","34-023-0011","AQS","13","31",".","47","15"
"12/27/2021","39","PM2.5","Queens College Near Road","36-081-0125","AQS","9","27","9","39","32"
"12/28/2021","58","PM2.5","PS 314","36-047-0052","AQS","9","22",".","58","34"
"12/29/2021","70","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","20",".","70","36"
"12/30/2021","79","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","12","26","79","33"
"12/31/2021","68","PM2.5","IS 52","36-005-0110","AQS","9","20",".","68","25"
